Date,County,New Confirmed Cases,Total Confirmed Cases,New Probable and Confirmed Deaths,Total Probable and Confirmed Deaths
11/21/2020,Plymouth,112,13617,0,882
11/21/2020,Suffolk,314,34584,0,1224
11/21/2020,Worcester,377,22415,2,1235
11/21/2020,Unknown,0,536,0,7
11/21/2020,Dukes and Nantucket,,,0,2
11/22/2020,Barnstable,34,2660,0,190
11/22/2020,Berkshire,15,1260,0,52
11/22/2020,Bristol,300,18018,1,828
11/22/2020,Dukes,6,235,,
11/22/2020,Essex,603,31725,6,1424
11/22/2020,Franklin,9,588,0,75
11/22/2020,Hampden,237,14404,3,883
11/22/2020,Hampshire,31,2105,1,161
11/22/2020,Middlesex,635,42019,6,2385
11/22/2020,Nantucket,6,273,,
11/22/2020,Norfolk,145,14911,3,1160
11/22/2020,Plymouth,129,13746,1,883
11/22/2020,Suffolk,286,34870,1,1225
11/22/2020,Worcester,255,22670,2,1237
11/22/2020,Unknown,30,566,0,7
11/22/2020,Dukes and Nantucket,,,0,2
11/23/2020,Barnstable,31,2691,0,190
11/23/2020,Berkshire,17,1277,0,52
11/23/2020,Bristol,209,18227,2,830
11/23/2020,Dukes,10,245,,
11/23/2020,Essex,287,32012,0,1424
11/23/2020,Franklin,4,592,0,75
11/23/2020,Hampden,178,14582,1,884
11/23/2020,Hampshire,14,2119,0,161
11/23/2020,Middlesex,418,42437,6,2391
11/23/2020,Nantucket,1,274,,
11/23/2020,Norfolk,95,15006,4,1164
11/23/2020,Plymouth,86,13832,2,885
11/23/2020,Suffolk,254,35124,2,1227
11/23/2020,Worcester,195,22865,2,1239
11/23/2020,Unknown,-14,552,0,7
11/23/2020,Dukes and Nantucket,,,0,2
11/24/2020,Barnstable,70,2761,0,190
11/24/2020,Berkshire,82,1359,0,52
11/24/2020,Bristol,184,18411,4,834
11/24/2020,Dukes,4,249,,
11/24/2020,Essex,296,32308,5,1429
11/24/2020,Franklin,7,599,0,75
11/24/2020,Hampden,289,14871,1,885
11/24/2020,Hampshire,31,2150,0,161
11/24/2020,Middlesex,426,42863,3,2394
11/24/2020,Nantucket,1,275,,
11/24/2020,Norfolk,188,15194,1,1165
11/24/2020,Plymouth,116,13948,0,885
11/24/2020,Suffolk,238,35362,1,1228
11/24/2020,Worcester,279,23144,5,1244
11/24/2020,Unknown,14,566,0,7
11/24/2020,Dukes and Nantucket,,,0,2
11/25/2020,Barnstable,68,2829,1,191
11/25/2020,Berkshire,64,1423,1,53
11/25/2020,Bristol,341,18752,7,841
11/25/2020,Dukes,4,253,,
11/25/2020,Essex,589,32897,7,1436
11/25/2020,Franklin,6,605,1,76
11/25/2020,Hampden,298,15169,7,892
11/25/2020,Hampshire,35,2185,0,161
11/25/2020,Middlesex,675,43538,7,2401
11/25/2020,Nantucket,0,275,,
11/25/2020,Norfolk,197,15391,5,1170
11/25/2020,Plymouth,135,14083,3,888
11/25/2020,Suffolk,325,35687,3,1231
11/25/2020,Worcester,464,23608,12,1256
11/25/2020,Unknown,23,589,-1,6
11/25/2020,Dukes and Nantucket,,,0,2
11/27/2020,Barnstable,71,2900,0,191
11/27/2020,Berkshire,43,1466,1,54
11/27/2020,Bristol,501,19253,2,843
11/27/2020,Dukes,14,267,,
11/27/2020,Essex,766,33663,4,1440
11/27/2020,Franklin,14,619,0,76
11/27/2020,Hampden,321,15490,5,897
11/27/2020,Hampshire,46,2231,0,161
11/27/2020,Middlesex,1039,44577,5,2406
11/27/2020,Nantucket,8,283,,
11/27/2020,Norfolk,302,15693,2,1172
11/27/2020,Plymouth,286,14369,4,892
11/27/2020,Suffolk,589,36276,3,1234
11/27/2020,Worcester,447,24055,5,1261
11/27/2020,Unknown,17,606,0,6
11/27/2020,Dukes and Nantucket,,,0,2
11/28/2020,Barnstable,77,2977,1,192
11/28/2020,Berkshire,65,1531,1,55
11/28/2020,Bristol,298,19551,3,846
11/28/2020,Dukes,1,268,,
11/28/2020,Essex,461,34124,7,1447
11/28/2020,Franklin,11,630,0,76
11/28/2020,Hampden,285,15775,10,907
11/28/2020,Hampshire,38,2269,0,161
11/28/2020,Middlesex,786,45363,3,2409
11/28/2020,Nantucket,10,293,,
11/28/2020,Norfolk,140,15833,4,1176
11/28/2020,Plymouth,126,14495,0,892
11/28/2020,Suffolk,240,36516,5,1239
11/28/2020,Worcester,349,24404,7,1268
11/28/2020,Unknown,27,633,0,6
11/28/2020,Dukes and Nantucket,,,0,2
11/29/2020,Barnstable,43,3020,0,192
11/29/2020,Berkshire,69,1600,6,61
11/29/2020,Bristol,170,19721,7,853
11/29/2020,Dukes,2,270,,
11/29/2020,Essex,483,34607,5,1452
11/29/2020,Franklin,9,639,0,76
11/29/2020,Hampden,210,15985,3,910
11/29/2020,Hampshire,35,2304,1,162
11/29/2020,Middlesex,609,45972,9,2418
11/29/2020,Nantucket,7,300,,
11/29/2020,Norfolk,214,16047,2,1178
11/29/2020,Plymouth,93,14588,0,892
11/29/2020,Suffolk,320,36836,7,1246
11/29/2020,Worcester,222,24626,6,1274
11/29/2020,Unknown,15,648,0,6
11/29/2020,Dukes and Nantucket,,,0,2
11/30/2020,Barnstable,27,3047,0,192
11/30/2020,Berkshire,2,1602,2,63
11/30/2020,Bristol,83,19804,3,856
11/30/2020,Dukes,3,273,,
11/30/2020,Essex,228,34835,3,1455
11/30/2020,Franklin,6,645,0,76
11/30/2020,Hampden,158,16143,1,911
11/30/2020,Hampshire,18,2322,1,163
11/30/2020,Middlesex,258,46230,7,2425
11/30/2020,Nantucket,0,300,,
11/30/2020,Norfolk,73,16120,4,1182
11/30/2020,Plymouth,98,14686,1,893
11/30/2020,Suffolk,123,36959,2,1248
11/30/2020,Worcester,126,24752,2,1276
11/30/2020,Unknown,0,611,0,6
11/30/2020,Dukes and Nantucket,,,0,2
12/1/2020,Barnstable,82,3129,0,192
12/1/2020,Berkshire,43,1645,1,64
12/1/2020,Bristol,217,20021,6,862
12/1/2020,Dukes,6,279,,
12/1/2020,Essex,370,35205,5,1460
12/1/2020,Franklin,13,658,0,76
12/1/2020,Hampden,314,16457,2,913
12/1/2020,Hampshire,23,2345,0,163
12/1/2020,Middlesex,513,46743,5,2430
12/1/2020,Nantucket,9,309,,
12/1/2020,Norfolk,239,16359,2,1184
12/1/2020,Plymouth,204,14890,3,896
12/1/2020,Suffolk,359,37318,2,1250
12/1/2020,Worcester,394,25146,4,1280
12/1/2020,Unknown,59,670,0,6
12/1/2020,Dukes and Nantucket,,,0,2
12/2/2020,Barnstable,75,3204,2,194
12/2/2020,Berkshire,83,1728,1,65
12/2/2020,Bristol,530,20551,6,868
12/2/2020,Dukes,7,286,,
12/2/2020,Essex,901,36106,7,1467
12/2/2020,Franklin,18,676,0,76
12/2/2020,Hampden,278,16735,4,917
12/2/2020,Hampshire,45,2390,1,164
12/2/2020,Middlesex,928,47671,5,2435
12/2/2020,Nantucket,10,319,,
12/2/2020,Norfolk,336,16695,3,1187
12/2/2020,Plymouth,260,15150,6,902
12/2/2020,Suffolk,503,37821,6,1256
12/2/2020,Worcester,660,25806,5,1285
12/2/2020,Unknown,0,649,0,6
12/2/2020,Dukes and Nantucket,,,0,2
12/3/2020,Barnstable,85,3289,1,195
12/3/2020,Berkshire,52,1780,1,66
12/3/2020,Bristol,817,21368,5,873
12/3/2020,Dukes,5,291,,
12/3/2020,Essex,1370,37476,8,1475
12/3/2020,Franklin,23,699,0,76
12/3/2020,Hampden,428,17163,3,920
12/3/2020,Hampshire,60,2450,1,165
12/3/2020,Middlesex,1225,48896,8,2443
12/3/2020,Nantucket,32,351,,
12/3/2020,Norfolk,374,17069,4,1191
12/3/2020,Plymouth,395,15545,4,906
12/3/2020,Suffolk,827,38648,5,1261
12/3/2020,Worcester,746,26552,10,1295
12/3/2020,Unknown,38,687,0,6
12/3/2020,Dukes and Nantucket,,,0,2
12/4/2020,Barnstable,83,3372,2,197
12/4/2020,Berkshire,23,1803,0,66
12/4/2020,Bristol,451,21819,4,877
12/4/2020,Dukes,4,295,,
12/4/2020,Essex,991,38467,7,1482
12/4/2020,Franklin,17,716,0,76
12/4/2020,Hampden,388,17551,2,922
12/4/2020,Hampshire,42,2492,0,165
12/4/2020,Middlesex,1212,50108,7,2450
12/4/2020,Nantucket,30,381,,
12/4/2020,Norfolk,411,17480,1,1192
12/4/2020,Plymouth,243,15788,4,910
12/4/2020,Suffolk,712,39360,5,1266
12/4/2020,Worcester,583,27135,4,1299
12/4/2020,Unknown,2,689,0,6
12/4/2020,Dukes and Nantucket,,,0,2
12/5/2020,Barnstable,57,3429,0,197
12/5/2020,Berkshire,100,1903,2,68
12/5/2020,Bristol,491,22310,8,885
12/5/2020,Dukes,14,309,,
12/5/2020,Essex,902,39369,3,1485
12/5/2020,Franklin,23,739,0,76
12/5/2020,Hampden,431,17982,4,926
12/5/2020,Hampshire,44,2536,0,165
12/5/2020,Middlesex,1202,51310,5,2455
12/5/2020,Nantucket,39,420,,
12/5/2020,Norfolk,337,17817,1,1193
12/5/2020,Plymouth,354,16142,1,911
12/5/2020,Suffolk,685,40045,7,1273
12/5/2020,Worcester,679,27814,12,1311
12/5/2020,Unknown,0,687,0,6
12/5/2020,Dukes and Nantucket,,,0,2
12/6/2020,Barnstable,48,3477,0,197
12/6/2020,Berkshire,51,1954,5,73
12/6/2020,Bristol,409,22719,5,890
12/6/2020,Dukes,1,310,,
12/6/2020,Essex,936,40305,4,1489
12/6/2020,Franklin,17,756,2,78
12/6/2020,Hampden,343,18325,5,931
12/6/2020,Hampshire,31,2567,1,166
12/6/2020,Middlesex,1035,52345,13,2468
12/6/2020,Nantucket,21,441,,
12/6/2020,Norfolk,363,18180,3,1196
12/6/2020,Plymouth,241,16383,6,917
12/6/2020,Suffolk,601,40646,2,1275
12/6/2020,Worcester,638,28452,5,1316
12/6/2020,Unknown,12,699,0,6
12/6/2020,Dukes and Nantucket,,,0,2
12/7/2020,Barnstable,37,3514,0,197
12/7/2020,Berkshire,15,1969,4,77
12/7/2020,Bristol,278,22997,6,896
12/7/2020,Dukes,5,315,,
12/7/2020,Essex,361,40666,0,1489
12/7/2020,Franklin,21,777,0,78
12/7/2020,Hampden,163,18488,4,935
12/7/2020,Hampshire,30,2597,1,167
12/7/2020,Middlesex,494,52839,11,2479
12/7/2020,Nantucket,0,441,,
12/7/2020,Norfolk,203,18383,0,1196
12/7/2020,Plymouth,181,16564,1,918
12/7/2020,Suffolk,336,40982,1,1276
12/7/2020,Worcester,303,28755,3,1319
12/7/2020,Unknown,36,735,0,6
12/7/2020,Dukes and Nantucket,,,0,2
12/8/2020,Barnstable,40,3554,1,198
12/8/2020,Berkshire,56,2025,4,81
12/8/2020,Bristol,276,23273,10,906
12/8/2020,Dukes,7,322,,
12/8/2020,Essex,492,41158,5,1494
12/8/2020,Franklin,21,798,1,79
12/8/2020,Hampden,429,18917,4,939
12/8/2020,Hampshire,53,2650,1,168
12/8/2020,Middlesex,679,53518,4,2483
12/8/2020,Nantucket,12,453,,
12/8/2020,Norfolk,357,18740,1,1197
12/8/2020,Plymouth,276,16840,2,920
12/8/2020,Suffolk,505,41487,2,1278
12/8/2020,Worcester,424,29179,6,1325
12/8/2020,Unknown,0,735,0,6
12/8/2020,Dukes and Nantucket,,,0,2
12/9/2020,Barnstable,117,3671,2,200
12/9/2020,Berkshire,51,2076,6,87
12/9/2020,Bristol,884,24157,11,917
12/9/2020,Dukes,14,336,,
12/9/2020,Essex,1064,42222,11,1505
12/9/2020,Franklin,42,840,1,80
12/9/2020,Hampden,325,19242,12,951
12/9/2020,Hampshire,51,2701,1,169
12/9/2020,Middlesex,1162,54680,20,2503
12/9/2020,Nantucket,27,480,,
12/9/2020,Norfolk,374,19114,3,1200
12/9/2020,Plymouth,310,17150,2,922
12/9/2020,Suffolk,549,42036,10,1288
12/9/2020,Worcester,696,29875,11,1336
12/9/2020,Unknown,9,744,0,6
12/9/2020,Dukes and Nantucket,,,0,2
12/10/2020,Barnstable,68,3739,2,202
12/10/2020,Berkshire,82,2158,4,91
12/10/2020,Bristol,441,24598,4,921
12/10/2020,Dukes,10,346,,
12/10/2020,Essex,888,43110,5,1510
12/10/2020,Franklin,17,857,0,80
12/10/2020,Hampden,363,19605,6,957
12/10/2020,Hampshire,73,2774,1,170
12/10/2020,Middlesex,1085,55765,4,2507
12/10/2020,Nantucket,14,494,,
12/10/2020,Norfolk,386,19500,4,1204
12/10/2020,Plymouth,400,17550,3,925
12/10/2020,Suffolk,631,42667,3,1291
12/10/2020,Worcester,641,30516,7,1343
12/10/2020,Unknown,31,775,0,6
12/10/2020,Dukes and Nantucket,,,0,2
12/11/2020,Barnstable,82,3821,0,202
12/11/2020,Berkshire,40,2198,4,95
12/11/2020,Bristol,683,25281,12,933
12/11/2020,Dukes,12,358,,
12/11/2020,Essex,1053,44163,6,1516
12/11/2020,Franklin,38,895,0,80
12/11/2020,Hampden,326,19931,4,961
12/11/2020,Hampshire,55,2829,1,171
12/11/2020,Middlesex,1085,56850,7,2514
12/11/2020,Nantucket,27,521,,
12/11/2020,Norfolk,366,19866,4,1208
12/11/2020,Plymouth,307,17857,3,928
12/11/2020,Suffolk,729,43396,3,1294
12/11/2020,Worcester,676,31192,4,1347
12/11/2020,Unknown,0,771,0,6
12/11/2020,Dukes and Nantucket,,,0,2
12/12/2020,Barnstable,64,3885,2,204
12/12/2020,Berkshire,30,2228,2,97
12/12/2020,Bristol,487,25768,15,948
12/12/2020,Dukes,11,369,,
12/12/2020,Essex,887,45050,5,1521
12/12/2020,Franklin,39,934,0,80
12/12/2020,Hampden,309,20240,1,962
12/12/2020,Hampshire,63,2892,0,171
12/12/2020,Middlesex,1097,57947,8,2522
12/12/2020,Nantucket,23,544,,
12/12/2020,Norfolk,340,20206,4,1212
12/12/2020,Plymouth,307,18164,6,934
12/12/2020,Suffolk,590,43986,2,1296
12/12/2020,Worcester,704,31896,5,1352
12/12/2020,Unknown,17,788,0,6
12/12/2020,Dukes and Nantucket,,,0,2
12/13/2020,Barnstable,65,3950,2,206
12/13/2020,Berkshire,24,2252,4,101
12/13/2020,Bristol,386,26154,5,953
12/13/2020,Dukes,7,376,,
12/13/2020,Essex,803,45853,11,1532
12/13/2020,Franklin,25,959,0,80
12/13/2020,Hampden,277,20517,1,963
12/13/2020,Hampshire,43,2935,0,171
12/13/2020,Middlesex,1131,59078,7,2529
12/13/2020,Nantucket,36,580,,
12/13/2020,Norfolk,381,20587,2,1214
12/13/2020,Plymouth,285,18449,2,936
12/13/2020,Suffolk,645,44631,2,1298
12/13/2020,Worcester,556,32452,6,1358
12/13/2020,Unknown,13,801,0,6
12/13/2020,Dukes and Nantucket,,,0,2
12/14/2020,Barnstable,48,3998,1,207
12/14/2020,Berkshire,14,2266,2,103
12/14/2020,Bristol,277,26431,8,961
12/14/2020,Dukes,4,380,,
12/14/2020,Essex,537,46390,5,1537
12/14/2020,Franklin,29,988,0,80
12/14/2020,Hampden,284,20801,4,967
12/14/2020,Hampshire,31,2966,0,171
12/14/2020,Middlesex,757,59835,9,2538
12/14/2020,Nantucket,12,592,,
12/14/2020,Norfolk,322,20909,4,1218
12/14/2020,Plymouth,274,18723,2,938
12/14/2020,Suffolk,557,45188,0,1298
12/14/2020,Worcester,417,32869,4,1362
12/14/2020,Unknown,9,810,0,6
12/14/2020,Dukes and Nantucket,,,0,2
12/15/2020,Barnstable,88,4086,3,210
12/15/2020,Berkshire,30,2296,2,105
12/15/2020,Bristol,459,26890,7,968
12/15/2020,Dukes,20,400,,0
12/15/2020,Essex,424,46814,11,1548
12/15/2020,Franklin,29,1017,1,81
12/15/2020,Hampden,305,21106,7,974
12/15/2020,Hampshire,26,2992,1,172
12/15/2020,Middlesex,786,60621,2,2540
12/15/2020,Nantucket,1,593,,
12/15/2020,Norfolk,371,21280,6,1224
12/15/2020,Plymouth,301,19024,3,941
12/15/2020,Suffolk,454,45642,8,1306
12/15/2020,Worcester,418,33287,4,1366
12/15/2020,Unknown,8,818,0,6
12/15/2020,Dukes and Nantucket,,,0,2
12/16/2020,Barnstable,92,4178,1,211
12/16/2020,Berkshire,34,2330,7,112
12/16/2020,Bristol,661,27551,9,977
12/16/2020,Dukes,3,403,,0
12/16/2020,Essex,1032,47846,12,1560
12/16/2020,Franklin,13,1030,0,81
12/16/2020,Hampden,296,21402,5,979
12/16/2020,Hampshire,46,3038,3,175
12/16/2020,Middlesex,1019,61640,11,2551
12/16/2020,Nantucket,29,622,,
12/16/2020,Norfolk,404,21684,6,1230
12/16/2020,Plymouth,406,19430,2,943
12/16/2020,Suffolk,723,46365,3,1309
12/16/2020,Worcester,687,33974,11,1377
12/16/2020,Unknown,5,823,0,6
12/16/2020,Dukes and Nantucket,,,0,2
12/17/2020,Barnstable,62,4240,1,212
12/17/2020,Berkshire,30,2360,2,114
12/17/2020,Bristol,451,28002,2,979
12/17/2020,Dukes,9,412,,0
12/17/2020,Essex,923,48769,5,1565
12/17/2020,Franklin,45,1075,0,81
12/17/2020,Hampden,370,21772,7,986
12/17/2020,Hampshire,52,3090,2,177
12/17/2020,Middlesex,1081,62721,12,2563
12/17/2020,Nantucket,16,638,,
12/17/2020,Norfolk,331,22015,3,1233
12/17/2020,Plymouth,301,19731,3,946
12/17/2020,Suffolk,648,47013,1,1310
12/17/2020,Worcester,645,34619,7,1384
12/17/2020,Unknown,21,844,0,6
12/17/2020,Dukes and Nantucket,,,0,2
12/18/2020,Barnstable,84,4324,1,213
12/18/2020,Berkshire,19,2379,2,116
12/18/2020,Bristol,513,28515,10,989
12/18/2020,Dukes,0,412,,0
12/18/2020,Essex,847,49616,4,1569
12/18/2020,Franklin,19,1094,1,82
12/18/2020,Hampden,460,22232,5,991
12/18/2020,Hampshire,58,3148,2,179
12/18/2020,Middlesex,1277,63998,10,2573
12/18/2020,Nantucket,9,647,,
12/18/2020,Norfolk,521,22536,4,1237
12/18/2020,Plymouth,421,20152,5,951
12/18/2020,Suffolk,688,47701,0,1310
12/18/2020,Worcester,694,35313,8,1392
12/18/2020,Unknown,22,866,0,6
12/18/2020,Dukes and Nantucket,,,0,2
12/19/2020,Barnstable,131,4455,2,215
12/19/2020,Berkshire,25,2404,1,117
12/19/2020,Bristol,563,29078,4,993
12/19/2020,Dukes,6,418,,0
12/19/2020,Essex,547,50163,9,1578
12/19/2020,Franklin,18,1112,0,82
12/19/2020,Hampden,193,22425,3,994
12/19/2020,Hampshire,37,3185,2,181
12/19/2020,Middlesex,784,64782,9,2582
12/19/2020,Nantucket,0,647,,
12/19/2020,Norfolk,374,22910,6,1243
12/19/2020,Plymouth,341,20493,4,955
12/19/2020,Suffolk,480,48181,2,1312
12/19/2020,Worcester,492,35805,5,1397
12/19/2020,Unknown,4,870,0,6
12/19/2020,Dukes and Nantucket,,,0,2
12/20/2020,Barnstable,64,4519,2,217
12/20/2020,Berkshire,41,2445,2,119
12/20/2020,Bristol,350,29428,2,995
12/20/2020,Dukes,6,424,,
12/20/2020,Essex,739,50902,8,1586
12/20/2020,Franklin,17,1129,2,84
12/20/2020,Hampden,351,22776,9,1003
12/20/2020,Hampshire,43,3228,0,181
12/20/2020,Middlesex,871,65653,15,2597
12/20/2020,Nantucket,14,661,,
12/20/2020,Norfolk,309,23219,4,1247
12/20/2020,Plymouth,236,20729,4,959
12/20/2020,Suffolk,473,48654,3,1315
12/20/2020,Worcester,624,36429,9,1406
12/20/2020,Unknown,24,894,0,6
12/20/2020,Dukes and Nantucket,,,0,2
12/21/2020,Barnstable,62,4581,3,220
12/21/2020,Berkshire,37,2482,1,120
12/21/2020,Bristol,446,29874,5,1000
12/21/2020,Dukes,7,431,,
12/21/2020,Essex,621,51523,9,1595
12/21/2020,Franklin,4,1133,2,86
12/21/2020,Hampden,290,23066,2,1005
12/21/2020,Hampshire,39,3267,0,181
12/21/2020,Middlesex,853,66506,5,2602
12/21/2020,Nantucket,7,668,,
12/21/2020,Norfolk,277,23496,2,1249
12/21/2020,Plymouth,290,21019,3,962
12/21/2020,Suffolk,428,49082,5,1320
12/21/2020,Worcester,335,36764,5,1411
12/21/2020,Unknown,64,958,0,6
12/21/2020,Dukes and Nantucket,,,0,2
12/22/2020,Barnstable,63,4644,1,221
12/22/2020,Berkshire,31,2513,0,120
12/22/2020,Bristol,243,30117,5,1005
12/22/2020,Dukes,3,434,,
12/22/2020,Essex,357,51880,4,1599
12/22/2020,Franklin,17,1150,0,86
12/22/2020,Hampden,306,23372,2,1007
12/22/2020,Hampshire,56,3323,3,184
12/22/2020,Middlesex,727,67233,9,2611
12/22/2020,Nantucket,1,669,,
12/22/2020,Norfolk,366,23862,4,1253
12/22/2020,Plymouth,248,21267,5,967
12/22/2020,Suffolk,436,49518,5,1325
12/22/2020,Worcester,491,37255,7,1418
12/22/2020,Unknown,0,906,0,6
12/22/2020,Dukes and Nantucket,,,0,2
12/23/2020,Barnstable,53,4697,2,223
12/23/2020,Berkshire,33,2546,1,121
12/23/2020,Bristol,450,30567,5,1010
12/23/2020,Dukes,1,435,,
12/23/2020,Essex,819,52699,19,1618
12/23/2020,Franklin,3,1153,2,88
12/23/2020,Hampden,335,23707,10,1017
12/23/2020,Hampshire,43,3366,0,184
12/23/2020,Middlesex,921,68154,15,2626
12/23/2020,Nantucket,14,683,,
12/23/2020,Norfolk,338,24200,2,1255
12/23/2020,Plymouth,300,21567,3,970
12/23/2020,Suffolk,514,50032,7,1332
12/23/2020,Worcester,660,37915,17,1435
12/23/2020,Unknown,25,931,0,6
12/23/2020,Dukes and Nantucket,,,0,2
12/24/2020,Barnstable,108,4805,3,226
12/24/2020,Berkshire,58,2604,4,125
12/24/2020,Bristol,564,31131,6,1016
12/24/2020,Dukes,13,448,,
12/24/2020,Essex,983,53682,7,1625
12/24/2020,Franklin,26,1179,0,88
12/24/2020,Hampden,491,24198,7,1024
12/24/2020,Hampshire,65,3431,0,184
12/24/2020,Middlesex,1105,69259,18,2644
12/24/2020,Nantucket,9,692,,
12/24/2020,Norfolk,455,24655,7,1262
12/24/2020,Plymouth,467,22034,2,972
12/24/2020,Suffolk,621,50653,9,1341
12/24/2020,Worcester,679,38594,13,1448
12/24/2020,Unknown,11,942,0,6
12/24/2020,Dukes and Nantucket,,,0,2
12/26/2020,Barnstable,203,5008,1,227
12/26/2020,Berkshire,56,2660,1,126
12/26/2020,Bristol,927,32058,3,1019
12/26/2020,Dukes,6,454,,
12/26/2020,Essex,848,54530,11,1636
12/26/2020,Franklin,22,1201,1,89
12/26/2020,Hampden,468,24666,4,1028
12/26/2020,Hampshire,93,3524,0,184
12/26/2020,Middlesex,1489,70748,14,2658
12/26/2020,Nantucket,11,703,,
12/26/2020,Norfolk,666,25321,4,1266
12/26/2020,Plymouth,477,22511,2,974
12/26/2020,Suffolk,1010,51663,2,1343
12/26/2020,Worcester,1110,39704,4,1452
12/26/2020,Unknown,38,980,0,6
12/26/2020,Dukes and Nantucket,,,0,2
12/27/2020,Barnstable,58,5066,1,228
12/27/2020,Berkshire,17,2677,3,129
12/27/2020,Bristol,282,32340,17,1036
12/27/2020,Dukes,5,459,,
12/27/2020,Essex,349,54879,18,1654
12/27/2020,Franklin,13,1214,1,90
12/27/2020,Hampden,200,24866,5,1033
12/27/2020,Hampshire,55,3579,4,188
12/27/2020,Middlesex,600,71348,14,2672
12/27/2020,Nantucket,1,704,,
12/27/2020,Norfolk,287,25608,8,1274
12/27/2020,Plymouth,251,22762,5,979
12/27/2020,Suffolk,416,52079,9,1352
12/27/2020,Worcester,432,40136,15,1467
12/27/2020,Unknown,7,987,0,6
12/27/2020,Dukes and Nantucket,,,0,2
12/28/2020,Barnstable,51,5117,1,229
12/28/2020,Berkshire,56,2733,2,131
12/28/2020,Bristol,502,32842,5,1041
12/28/2020,Dukes,6,465,,
12/28/2020,Essex,876,55755,5,1659
12/28/2020,Franklin,8,1222,1,91
12/28/2020,Hampden,230,25096,2,1035
12/28/2020,Hampshire,37,3616,0,188
12/28/2020,Middlesex,776,72124,8,2680
12/28/2020,Nantucket,7,711,,
12/28/2020,Norfolk,358,25966,4,1278
12/28/2020,Plymouth,343,23105,4,983
12/28/2020,Suffolk,519,52598,5,1357
12/28/2020,Worcester,282,40418,11,1478
12/28/2020,Unknown,9,996,0,6
12/28/2020,Dukes and Nantucket,,,0,2
12/29/2020,Barnstable,64,5181,0,229
12/29/2020,Berkshire,54,2787,1,132
12/29/2020,Bristol,430,33272,6,1047
12/29/2020,Dukes,2,467,,
12/29/2020,Essex,492,56247,7,1666
12/29/2020,Franklin,15,1237,0,91
12/29/2020,Hampden,248,25344,2,1037
12/29/2020,Hampshire,46,3662,1,189
12/29/2020,Middlesex,849,72973,14,2694
12/29/2020,Nantucket,2,713,,
12/29/2020,Norfolk,329,26295,9,1287
12/29/2020,Plymouth,287,23392,5,988
12/29/2020,Suffolk,448,53046,4,1361
12/29/2020,Worcester,377,40795,11,1489
12/29/2020,Unknown,16,1012,0,6
12/29/2020,Dukes and Nantucket,,,0,2
12/30/2020,Barnstable,56,5237,5,234
12/30/2020,Berkshire,58,2845,4,136
12/30/2020,Bristol,634,33906,12,1059
12/30/2020,Dukes,3,470,,
12/30/2020,Essex,1106,57353,17,1683
12/30/2020,Franklin,19,1256,0,91
12/30/2020,Hampden,436,25780,7,1044
12/30/2020,Hampshire,80,3742,4,193
12/30/2020,Middlesex,1325,74298,24,2718
12/30/2020,Nantucket,18,731,,
12/30/2020,Norfolk,459,26754,8,1295
12/30/2020,Plymouth,416,23808,13,1001
12/30/2020,Suffolk,649,53695,8,1369
12/30/2020,Worcester,845,41640,17,1506
12/30/2020,Unknown,31,1043,1,7
12/30/2020,Dukes and Nantucket,,,0,2
12/31/2020,Barnstable,159,5396,4,238
12/31/2020,Berkshire,62,2907,2,138
12/31/2020,Bristol,749,34655,12,1071
12/31/2020,Dukes,13,483,,
12/31/2020,Essex,1076,58429,15,1698
12/31/2020,Franklin,22,1278,1,92
12/31/2020,Hampden,502,26282,2,1046
12/31/2020,Hampshire,90,3832,5,198
12/31/2020,Middlesex,1317,75615,11,2729
12/31/2020,Nantucket,17,748,,
12/31/2020,Norfolk,542,27296,7,1302
12/31/2020,Plymouth,488,24296,4,1005
12/31/2020,Suffolk,861,54556,5,1374
12/31/2020,Worcester,955,42595,17,1523
12/31/2020,Unknown,34,1077,0,7
12/31/2020,Dukes and Nantucket,,,0,2
1/2/2021,Barnstable,221,5617,2,240
1/2/2021,Berkshire,75,2982,0,138
1/2/2021,Bristol,1066,35721,8,1079
1/2/2021,Dukes,22,505,,
1/2/2021,Essex,974,59403,15,1713
1/2/2021,Franklin,32,1310,0,92
1/2/2021,Hampden,604,26886,9,1055
1/2/2021,Hampshire,108,3940,3,201
1/2/2021,Middlesex,1607,77222,11,2740
1/2/2021,Nantucket,20,768,,
1/2/2021,Norfolk,756,28052,5,1307
1/2/2021,Plymouth,697,24993,6,1011
1/2/2021,Suffolk,1019,55575,3,1377
1/2/2021,Worcester,1282,43877,17,1540
1/2/2021,Unknown,59,1136,0,7
1/2/2021,Dukes and Nantucket,,,0,2
1/3/2021,Barnstable,91,5708,9,249
1/3/2021,Berkshire,38,3020,6,144
1/3/2021,Bristol,353,36074,10,1089
1/3/2021,Dukes,11,516,,
1/3/2021,Essex,360,59763,10,1723
1/3/2021,Franklin,8,1318,0,92
1/3/2021,Hampden,172,27058,8,1063
1/3/2021,Hampshire,48,3988,2,203
1/3/2021,Middlesex,599,77821,19,2759
1/3/2021,Nantucket,1,769,,
1/3/2021,Norfolk,336,28388,11,1318
1/3/2021,Plymouth,287,25280,7,1018
1/3/2021,Suffolk,350,55925,5,1382
1/3/2021,Worcester,420,44297,21,1561
1/3/2021,Unknown,36,1172,0,7
1/3/2021,Dukes and Nantucket,,,0,2
1/4/2021,Barnstable,42,5750,4,253
